abandon,"n. 放任；狂热
vt. 遗弃；放弃"
correspond,vi. 符合，一致；相应；通信
counter,"n. 柜台；对立面；计数器；（某些棋盘游戏的）筹码
vi. 逆向移动，对着干；反驳
adj. 相反的
vt. 反击，还击；反向移动，对着干；反驳，回答
adv. 反方向地；背道而驰地"
current,"n. （水，气，电）流；趋势；涌流
adj. 现在的；流通的，通用的；最近的；草写的"
counterpart,n. 副本；配对物；极相似的人或物
creature,n. 动物，生物；人；创造物
credit,"n. 信用，信誉； 贷款；学分；信任；声望
vt. 相信，信任；把…归给，归功于；赞颂"
crime,"n. 罪行，犯罪；罪恶；犯罪活动
vt. 控告……违反纪律"
crisis,"n. 危机；危险期；决定性时刻
adj. 危机的；用于处理危机的"
critic,n. 批评家，评论家；爱挑剔的人
crucial,adj. 重要的；决定性的；定局的；决断的
culture,"n. 文化，文明；修养；栽培
vt.  培养（等于cultivate）"
currency,n. 货币；通货
decade,n. 十年，十年期；十
decline,"n. 下降；衰退；斜面
vt. 谢绝；婉拒
vi. 下降；衰落；谢绝"
decompose,"vi. 分解；腐烂
vt. 分解；使腐烂"
defend,"vi. 保卫；防守
vt. 辩护；防护"
deficient,adj. 不足的；有缺陷的；不充分的
define,vt. 定义；使明确；规定
deform,"adj. 畸形的；丑陋的
vi. 变形；变畸形
vt. 使变形；使成畸形"
degrade,"vt. 贬低；使……丢脸；使……降级；使……降解
vi. 降级，降低；退化"
democracy,n. 民主，民主主义；民主政治
demonstrate,"vt. 证明；展示；论证
vi. 示威"
deny,"vi. 否认；拒绝
vt. 否定，否认；拒绝给予；拒绝…的要求"
depict,vt. 描述；描画
deposit,"n. 存款；押金；订金；保证金；沉淀物
vt. 使沉积；存放
vi. 沉淀"
depress,vt. 压抑；使沮丧；使萧条
derive,"vt. 源于；得自；获得
vi. 起源"
descend,"vi. 下降；下去；下来；遗传；屈尊
vt. 下去；沿…向下"
desirable,"n. 合意的人或事物
adj. 令人满意的；值得要的"
destructive,adj. 破坏的；毁灭性的；有害的，消极的
detect,vt. 察觉；发现；探测
deviate,"vi. 脱离；越轨
vt. 使偏离"
device,n. 装置；策略；图案
devoid,adj. 缺乏的；全无的
devotion,n. 献身，奉献；忠诚；热爱
differentiate,"vt. 区分，区别
vi. 区分，区别"
diffuse,"vt. 扩散；传播；漫射
adj. 弥漫的；散开的
vi. 传播；四散"
dilemma,n. 困境；进退两难；两刀论法
dimension,"n. 方面; 维；尺寸；次元；容积 vt. 标出尺寸
adj. 规格的"
diminish,"vt. 使减少；使变小
vi. 减少，缩小；变小"
discharge,"n. 排放；卸货；解雇
vt. 解雇；卸下；放出；免除
vi. 排放；卸货；流出"
disgust,"n. 厌恶，嫌恶
vt. 使厌恶；使作呕"
displace,vt. 取代；置换；转移；把…免职；排水
display,"n. 显示；炫耀
vt. 显示；表现；陈列
adj. 展览的；陈列用的
vi.  作炫耀行为"
dispose,"n. 处置；性情
vi. 处理；安排；（能够）决定
vt. 处理；处置；安排"
dispute,"n. 辩论；争吵
vt. 辩论；怀疑；阻止；抗拒
vi. 争论"
dissolve,"n. 叠化画面；画面的溶暗
vt. 使溶解；使分解；使液化
vi. 溶解；解散；消失"
distinct,adj. 明显的；独特的；清楚的；有区别的
distinguish,"vi. 区别，区分；辨别
vt. 区分；辨别；使杰出，使表现突出"
distort,"vt. 扭曲；使失真；曲解
vi. 扭曲；变形"
distract,vt. 转移；分心
distribute,vt. 分配；散布；分开；把…分类
diverse,adj. 不同的；多种多样的；变化多的
domesticate,"vt. 驯养；教化；引进
vi. 驯养；使习惯于或喜爱家务和家庭生活"
dominant,"n. 显性
adj. 显性的；占优势的；支配的，统治的"
dominate,"vt. 控制；支配；占优势；在…中占主要地位
vi. 占优势；处于支配地位"
dormitory,"n. 宿舍，学生宿舍
adj. 住宅区的"
dramatic,adj. 戏剧的；急剧的；引人注目的；激动人心的
drought,n. 干旱；缺乏
duration,"n. 持续，持续的时间，期间
音长，音延"
eager,adj. 渴望的；热切的；热心的
eccentric,"n. 古怪的人
adj. 古怪的，反常的"
echo,"n. 回音；效仿
vt. 反射；重复
vi. 随声附和；发出回声"
elaborate,"adj. 精心制作的；详尽的；煞费苦心的
vi. 详细描述；变复杂
vt. 精心制作；详细阐述；从简单成分合成（复杂有机物）"
elementary,adj. 基本的；初级的； 元素的
eliminate,vt. 消除；排除
emerge,vi. 浮现；摆脱；暴露
emigration,n. 移民；移民出境；移居外国
emit,vt. 发出，放射；发行；发表
emotion,n. 情感；情绪
empirical,adj. 经验主义的，完全根据经验的；实证的
enable,vt. 使能够，使成为可能；授予权利或方法
encounter,"n. 遭遇，偶然碰见
vi. 遭遇；偶然相遇
vt. 遭遇，邂逅；遇到"
enforce,vt. 实施，执行；强迫，强制
enhance,vt. 提高；加强；增加
enormous,adj. 庞大的，巨大的；凶暴的，极恶的
ensure,vt. 保证，确保；使安全
entertainment,n. 娱乐；消遣；款待
envision,vt. 想象；预想
equate,"vt. 使相等；视为平等
vi. 等同"
equivalent,"n. 等价物，相等物
adj. 等价的，相等的；同意义的"
erosion,n. 侵蚀，腐蚀
eruption,n. 爆发，喷发；火山灰；出疹
essential,"n. 本质；要素；要点；必需品
adj. 基本的；必要的；本质的；精华的"
establish,"vi. 植物定植
vt. 建立；创办；安置"
estimate,"n. 估计，估价；判断，看法
vt. 估计，估量；判断，评价
vi. 估计，估价"
ethic,"n. 伦理；道德规范
adj. 伦理的；道德的（等于ethical）"
ethnic,adj. 种族的；人种的
evaporate,"vt. 使……蒸发；使……脱水；使……消失
vi. 蒸发，挥发；消失，失踪"
eventually,adv. 最后，终于
evident,adj. 明显的；明白的
evolution,n. 演变；进化论；进展
evolve,"vi. 发展，进展；进化；逐步形成
vt. 发展，进化；进化；使逐步形成；推断出"
exaggerate,"vt. 使扩大；使增大
vi. 夸大；夸张"
excavate,"vt. 挖掘；开凿
vi. 发掘；细查"
exceedingly,adv. 非常；极其；极度地；极端
excess,"n. 超过，超额；过度，过量；无节制
adj. 额外的，过量的；附加的"
exclusive,"n. 独家新闻；独家经营的项目；排外者
adj. 独有的；排外的；专一的"
exhaust,"n. 排气；废气；排气装置
vt. 排出；耗尽；使精疲力尽；彻底探讨
vi. 排气"
exhibit,"n. 展览品；证据；展示会
vt. 展览；显示；提出（证据等）
vi. 展出；开展览会"
exist,vi. 存在；生存；生活；继续存在
exotic,adj. 异国的；外来的；异国情调的
expand,"vt. 扩张；使膨胀；详述
vi. 发展；张开，展开"
expedition,n. 远征；探险队；迅速
expertise,n. 专门知识；专门技术；专家的意见
explicit,adj. 明确的；清楚的；直率的；详述的
exploit,"n. 勋绩；功绩
vt. 开发，开拓；剥削；开采"
explore,"vi. 探索；探测；探险
vt. 探索；探测；探险"
export,"n. 输出，出口；出口商品
vt. 输出，出口
vi. 输出物资"
expose,vt. 揭露，揭发；使曝光；显示
extensive,adj. 广泛的；大量的；广阔的
external,"n. 外部；外观；外面
adj. 外部的；表面的； 外用的；外国的；外面的"
extinct,"adj. 灭绝的，绝种的；熄灭的
vt. 使熄灭"
extract,"n. 汁；摘录；榨出物；选粹
vt. 提取；取出；摘录；榨取"
extremely,adv. 非常，极其；极端地
facilitate,vt. 促进；帮助；使容易
fascinate,"vt. 使着迷，使神魂颠倒
vi. 入迷"
feasible,adj. 可行的；可能的；可实行的
feature,"n. 特色，特征；容貌；特写或专题节目
vt. 特写；以…为特色；由…主演
vi. 起重要作用"
federal,"adv. 联邦政府地
adj. 联邦的；同盟的；联邦政府的； 联邦制的"
fee,"n. 费用；酬金；小费
vt. 付费给……"
fertility,n. 多产；肥沃； 生产力；丰饶
finance,"n. 财政，财政学；金融
vt. 负担经费，供给…经费
vi. 筹措资金"
finite,"n. 有限之物
adj. 有限的；限定的"
flexibly,adv. 灵活地；易曲地；柔软地；有弹性地
flourish,"n. 兴旺；茂盛；挥舞；炫耀；华饰
vi. 繁荣，兴旺；茂盛；活跃；处于旺盛时期
vt. 夸耀；挥舞"
fluctuate,"vi. 波动；涨落；动摇
vt. 使波动；使动摇"
fluent,adj. 流畅的，流利的；液态的；畅流的
focus,"n. 焦点；中心；清晰；焦距
vt. 使集中；使聚焦
vi. 集中；聚焦；调节焦距"
formation,n. 形成；构造；编队
fort,"n. 堡垒；要塞；（美）边界贸易站
vt. 设要塞保卫
vi. 构筑要塞"
foundation,n. 基础；地基；基金会；根据；创立
fragment,"n. 碎片；片断或不完整部分
vt. 使成碎片
vi. 破碎或裂开"
fulfil,vt. 履行；完成；实践；满足
function,"n. 功能； 函数；职责；盛大的集会
vi. 运行；活动；行使职责"
fundamental,"n. 基本原理；基本原则
adj. 基本的，根本的"
furthermore,adv. 此外；而且
generate,vt. 使形成；发生；生殖；产生物理反应
geometry,"n. 几何学
几何结构"
giant,"n. 巨人；伟人； 巨大的动物
adj. 巨大的；巨人般的"
grand,"n. 大钢琴；一千美元
adj. 宏伟的；豪华的；极重要的"
grandiose,adj. 宏伟的；堂皇的；浮夸的；宏大的
grant,"n. 拨款； 授予物
vt. 授予；允许；承认
vi. 同意"
gravity,n. 重力，地心引力；严重性；庄严
guarantee,"n. 保证；担保；保证人；保证书；抵押品
vt. 保证；担保"
habitat,n.  栖息地，产地
headline,"n. 大标题；内容提要；栏外标题；头版头条新闻
vt. 给…加标题；使成为注意中心；大力宣传"
herbivore,n.  食草动物
hierarchy,n. 层级；等级制度
honor,"n. 荣誉；信用；头衔
vt. 尊敬（等于honour）；给…以荣誉"
horizon,n.  地平线；视野；眼界；范围
hormone,n.  激素，荷尔蒙
host,"n.  主机；主人；主持人；许多
vt. 主持；当主人招待
vi. 群集；做主人"
humble,"adj. 谦逊的；简陋的；（级别或地位）低下的；不大的
vt. 使谦恭；轻松打败（尤指强大的对手）；低声下气"
humorous,adj. 诙谐的，幽默的；滑稽的，可笑的
hydrogen,n.  氢
hypothesis,n. 假设
identify,vt. 确定；鉴定；识别，辨认出；使参与；把…看成一样 vi. 确定；认同；一致
ideologically,adv. 思想上；意识形态上
ignore,vt. 驳回诉讼；忽视；不理睬
illuminate,"vt. 阐明，说明；照亮；使灿烂；用灯装饰
vi. 照亮"
illustrate,"vi. 举例
vt. 阐明，举例说明；图解"
imitate,vt. 模仿，仿效；仿造，仿制
immediately,"conj. 一…就
adv. 立即，立刻；直接地"
immense,adj. 巨大的，广大的；无边无际的；非常好的
immigrate,"vi. 移入
vt. 使移居入境"
impact,"vi. 影响；撞击；冲突；压紧（on，upon，with）
n. 影响；效果；碰撞；冲击力
vt. 挤入，压紧；撞击；对…产生影响"
impetus,n. 动力；促进；冲力
implement,"n. 工具，器具；手段
vt. 实施，执行；实现，使生效"
implicate,vt. 使卷入；涉及；暗指；影响
import,"n. 进口，进口货；输入；意思，含义；重要性
vt. 输入，进口；含…的意思
vi. 输入，进口"
impose,"vt. 强加；征税；以…欺骗
vi. 利用；欺骗；施加影响"
inadequate,adj. 不充分的，不适当的
incentive,"n. 动机；刺激
adj. 激励的；刺激的"
income,n. 收入，收益；所得
independent,"n. 独立自主者；无党派者
adj. 独立的；单独的；无党派的；不受约束的"
indicate,vt. 表明；指出；预示；象征
indispensable,"n. 不可缺少之物；必不可少的人
adj. 不可缺少的；绝对必要的；责无旁贷的"
individual,"n. 个人，个体
adj. 个人的；个别的；独特的"
induce,vt. 诱导；引起；引诱；感应
industrialization,n. 工业化
inevitable,adj. 必然的，不可避免的
infant,"n. 婴儿；幼儿；未成年人
adj. 婴儿的；幼稚的；初期的；未成年的"
influential,"adj. 有影响的；有势力的
n. 有影响力的人物"
infrastructure,n. 基础设施；公共建设；下部构造
inhabit,"vt. 栖息；居住于；占据
vi. （古）居住；栖息"
inherent,adj. 固有的；内在的；与生俱来的，遗传的
inhibit,vt. 抑制；禁止
initially,adv. 最初，首先；开头
innovation,n. 创新，革新；新方法
input,"n. 投入；输入电路
vt.  输入；将…输入电脑"
inquire,"vi. 询问；查究；询价
vt. 询问；查究；问明"
insight,n. 洞察力；洞悉
inspire,vt. 激发；鼓舞；启示；产生；使生灵感
instruct,vt. 指导；通知；命令；教授
insufficient,"adj. 不足的，不充足的；不胜任的；缺乏能力的
n. 不足；缺乏"
integral,"n. 积分；部分；完整
adj. 积分的；完整的，整体的；构成整体所必须的"
intelligence,n. 智力；情报工作；情报机关；理解力；才智，智慧；天分
intense,adj. 强烈的；紧张的；非常的；热情的
interact,"n. 幕间剧；幕间休息
vt. 互相影响；互相作用
vi. 互相影响；互相作用"
intermediate,"n.  中间物；媒介
adj. 中间的，中级的
vi. 起媒介作用"
internal,"n. 内脏；本质
adj. 内部的；里面的；体内的；（机构）内部的"
interpret,"vi. 解释；翻译
vt. 说明；口译"
interval,n. 间隔；间距；幕间休息
intervene,vi. 干涉；调停；插入
intrinsic,adj. 本质的，固有的
invasion,n. 入侵，侵略；侵袭；侵犯
investigate,v. 调查；研究
investment,n. 投资；投入；封锁
invoke,vt. 调用；祈求；引起；恳求
involve,vt. 包含；牵涉；使陷于；潜心于
irrigation,n. 灌溉； 冲洗；冲洗法
isolate,"n.  隔离种群
vt. 使隔离；使孤立；使绝缘
adj. 隔离的；孤立的
vi. 隔离；孤立"
issue,"n. 问题；流出；期号；发行物
vt. 发行，发布；发给；放出，排出
vi. 发行；流出；造成…结果；传下"
justify,"vi. 证明合法；整理版面
vt. 证明…是正当的；替…辩护"
labor,"n. 劳动；工作；劳工；分娩
vi. 劳动；努力；苦干
vt. 详细分析；使厌烦"
latitude,n. 纬度；界限；活动范围
layer,"n. 层，层次；膜；压条；放置者，计划者
vt. 把…分层堆放；借助压条法；生根繁殖；将（头发）剪成不同层次
vi. 形成或分成层次；通过压条法而生根"
legal,adj. 法律的；合法的；法定的；依照法律的
liberal,"adj. 自由主义的；慷慨的；不拘泥的；宽大的
n. 自由主义者"
literature,n. 文学；文献；文艺；著作
local,"n.  局部；当地居民；本地新闻
adj. 当地的；局部的；地方性的；乡土的"
magnify,"vt. 放大；赞美；夸大
vi. 放大；有放大能力"
maintain,vt. 维持；继续；维修；主张；供养
major,"adj. 主要的；重要的；主修的；较多的
n.  成年人；主修科目；陆军少校
vi. 主修"
majority,n. 多数；成年
manipulate,vt. 操纵；操作；巧妙地处理；篡改
manual,"adj. 手工的；体力的
n. 手册，指南"
manufacture,"n. 制造；产品；制造业
vt. 制造；加工；捏造
vi. 制造"
margin,"n. 边缘；利润，余裕；页边的空白
vt. 加边于；加旁注于"
marine,"adj. 船舶的；海生的；海产的；航海的，海运的
n. 海运业；舰队；水兵；（海军）士兵或军官"
massive,adj. 大量的；巨大的，厚重的；魁伟的
maturation,n. 成熟；化脓；生殖细胞之形成
maximize,"vt. 取…最大值；对…极为重视
vi. 尽可能广义地解释；达到最大值"
meager,"adj. 贫乏的；瘦的
n. 兆"
mechanism,n. 机制；原理，途径；进程；机械装置；技巧
media,n. 媒体；媒质（medium的复数）；血管中层；浊塞音；中脉
mediate,"vi. 调解；斡旋；居中
vt. 调停；传达
adj. 间接的；居间的"
medical,"adj. 医学的；药的；内科的
n. 医生；体格检查"
mental,"adj. 精神的；脑力的；疯的
n. 精神病患者"
merchant,"n. 商人，批发商；店主
adj. 商业的，商人的"
migrate,"vi. 移动；随季节而移居；移往
vt. 使移居；使移植"
military,"adj. 军事的；军人的；适于战争的
n. 军队；军人"
minimal,adj. 最低的；最小限度的
minor,"adj. 未成年的；次要的；较小的；小调的；二流的
n. 未成年人；小调；副修科目
vi. 副修"
misleading,"adj. 令人误解的；引入歧途的
v. 给…带错路；把…引入歧途（mislead的ing形式）"
modify,"vt. 修改，修饰；更改
vi. 修改"
moist,"adj. 潮湿的；多雨的；含泪的
n. 潮湿"
monitor,"n. 监视器；监听器；监控器；显示屏；班长
vt. 监控"
moral,"adj. 道德的；精神上的；品性端正的
n. 道德；寓意"
motive,"n. 动机，目的；主题
adj. 发动的；成为动机的
vt. 使产生动机，激起"
multiple,"adj. 多重的；多样的；许多的
n. 倍数； 并联"
mutual,adj. 共同的；相互的，彼此的
mystery,n. 秘密，谜；神秘，神秘的事物；推理小说，推理剧；常作 mysteries 秘技，秘诀
navigate,"vt. 驾驶，操纵；使通过；航行于
vi. 航行，航空"
necessitate,vt. 使成为必需，需要；迫使
negative,"adj.  负的；消极的；否定的；阴性的
n. 否定；负数； 底片
vt. 否定；拒绝"
network,n. 网络；广播网；网状物
neutral,"adj. 中立的，中性的；中立国的；非彩色的
n. 中立国；中立者；非彩色；齿轮的空档"
nevertheless,"adv. 然而，不过；虽然如此
conj. 然而，不过"
nonetheless,adv. 尽管如此，但是
normal,"adj. 正常的；正规的，标准的
n. 正常；标准；常态"
notable,"adj. 值得注意的，显著的；著名的
n. 名人，显要人物"
nourish,vt. 滋养；怀有；使健壮
novelty,n. 新奇；新奇的事物；新颖小巧而廉价的物品
numerous,adj. 许多的，很多的
nutrient,"n. 营养物；滋养物
adj. 营养的；滋养的"
obtain,"vi. 获得；流行
vt. 获得"
obviously,"adv. 明显地
显然地"
occupy,vt. 占据，占领；居住；使忙碌
occur,vi. 发生；出现；存在
odd,"adj. 奇数的；古怪的；剩余的；临时的；零散的
n. 奇数；怪人；奇特的事物"
offset,"n. 抵消，补偿；平版印刷；支管
vt. 抵消；弥补；用平版印刷术印刷
vi. 装支管"
option,n.  选项；选择权；买卖的特权
organism,n. 有机体；生物体；微生物
orient,"vt. 使适应；确定方向；使朝东
n. 东方；东方诸国
adj. 东方的
vi. 向东"
output,"n. 输出，输出量；产量；出产
vt. 输出"
overlap,"n. 重叠；重复
vi. 部分重叠；部分的同时发生
vt. 与…重叠；与…同时发生"
overseas,"adv. 在海外，海外
adj. 海外的，国外的"
parasite,n. 寄生虫；食客
participate,"vi. 参与，参加；分享
vt. 分享；分担
"
particle,n. 颗粒； 质点；极小量；小品词
passionate,adj. 热情的；热烈的，激昂的；易怒的
passive,"n. 被动语态
adj. 被动的，消极的；被动语态的"
patient,"n. 病人；患者
adj. 有耐心的，能容忍的"
perceive,"vt. 察觉，感觉；理解；认知
vi. 感到，感知；认识到"
permanent,"n. 烫发（等于permanent wave）
adj. 永久的，永恒的；不变的"
persist,"vi. 存留，坚持；持续，固执
vt. 坚持说，反复说"
perspective,"n. 观点；远景；透视图
adj. 透视的"
phenomenon,n. 现象；奇迹；杰出的人才
philosophy,n. 哲学；哲理；人生观
physical,"n. 体格检查
adj.  物理的；身体的；物质的；根据自然规律的，符合自然法则的"
portion,"n. 部分；一份；命运
vt. 分配；给…嫁妆"
positive,"n. 正数； 正片
adj. 积极的； 正的， 阳性的；确定的，肯定的；实际的，真实的；绝对的"
potential,"n. 潜能；可能性； 电势
adj. 潜在的；可能的；势的"
precious,adj. 宝贵的；珍贵的；矫揉造作的
precipitate,"n.  沉淀物
vt. 使沉淀；促成；猛抛；使陷入
adj. 突如其来的；猛地落下的；急促的
vi.  沉淀；猛地落下；冷凝成为雨或雪等"
precise,adj. 精确的；明确的；严格的
precursor,n. 先驱，前导
predator,n.  捕食者； 食肉动物；掠夺者
